NEIGHBORHOOD_CLUSTER,CENSUS_TRACT,offensegroup,LONGITUDE,END_DATE,offense-text,SHIFT,YBLOCK,DISTRICT,WARD,YEAR,offensekey,BID,sector,PSA,ucr-rank,BLOCK_GROUP,VOTING_PRECINCT,XBLOCK,BLOCK,START_DATE,CCN,OFFENSE,OCTO_RECORD_ID,ANC,REPORT_DAT,METHOD,location,LATITUDE
cluster 11,1100,property,-77.07674012,2019-05-10T16:00:38.000,theft/other,evening,142539,2,3,2019,property|theft/other,,2D1,202,6,001100 4,precinct 32,393348,3814 - 3989 block of chesapeake street nw,2019-05-10T11:45:13.000,19080480,theft/other,19080480-01,3E,2019-05-10T21:01:25.000Z,others,"38.950732747315072,-77.076742427281772",38.95072495
cluster 11,1001,property,-77.08086696,2019-12-21T21:20:17.000,theft f/auto,evening,142227,2,3,2019,property|theft f/auto,,2D1,202,7,001001 4,precinct 30,392990,4100 - 4199 block of albemarle street nw,2019-12-21T20:32:49.000,19227163,theft f/auto,19227163-01,3E,2019-12-22T2:24:28.000Z,others,"38.947919381764066,-77.080869268173757",38.94791159
cluster 11,1001,property,-77.08245222,2019-07-10T15:00:00.000,theft/other,evening,142692,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,392853,4200 - 4299 block of davenport street nw,2019-07-10T08:15:00.000,19400913,theft/other,19400913-01,3E,2019-07-10T22:53:46.000Z,others,"38.95210712448494,-77.082454537170321",38.95209933
cluster 11,1001,property,-77.0803032,,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-07-18T18:55:10.000,19126032,theft/other,19126032-01,3E,2019-07-18T23:27:36.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1100,property,-77.0795769,2019-07-30T18:45:14.000,theft/other,midnight,142423,2,3,2019,property|theft/other,,2D1,202,6,001100 4,precinct 32,393102,4000 - 4099 block of brandywine street nw,2019-07-27T16:30:52.000,19134014,theft/other,19134014-01,3E,2019-07-31T3:01:08.000Z,others,"38.949685890292486,-77.07957921395662",38.9496781
cluster 11,1100,property,-77.07875685,,theft/other,midnight,142324,2,3,2019,property|theft/other,,2D1,202,6,001100 4,precinct 32,393173,4500 - 4599 block of 40th street nw,2019-07-25T00:34:07.000,19130069,theft/other,19130069-01,3E,2019-07-25T5:22:32.000Z,others,"38.948794625845061,-77.078759156541949",38.94878683
cluster 11,1001,property,-77.0803032,2019-08-04T19:20:55.000,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-08-04T19:15:51.000,19137250,theft/other,19137250-01,3E,2019-08-04T23:51:32.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1100,property,-77.07851457,2019-07-06T15:15:56.000,theft/other,evening,142322,2,3,2019,property|theft/other,,2D1,202,6,001100 4,precinct 32,393194,4500 - 4599 block of fort drive nw,2019-07-06T14:00:38.000,19118195,theft/other,19118195-01,3E,2019-07-06T23:14:26.000Z,others,"38.948776772258078,-77.078516878977283",38.94876898
cluster 11,1200,property,-77.07582321,,theft f/auto,day,141962,2,3,2019,property|theft f/auto,,2D1,202,7,001200 4,precinct 33,393427,3800 - 3899 block of windom place nw,2019-08-21T07:48:14.000,19147968,theft f/auto,19147968-01,3E,2019-08-21T12:12:50.000Z,others,"38.945535566588788,-77.075825522875149",38.94552777
cluster 11,1001,property,-77.07994458,,theft/other,evening,142276,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393070,4500 - 4537 block of wisconsin avenue nw,2019-07-15T20:56:26.000,19124134,theft/other,19124134-01,3E,2019-07-16T1:39:22.000Z,others,"38.948361422070178,-77.079946888011946",38.94835363
cluster 11,1002,property,-77.07770224,2019-07-13T14:20:47.000,theft/other,evening,141833,2,3,2019,property|theft/other,,2D1,202,6,001002 3,precinct 30,393264,4227 - 4299 block of wisconsin avenue nw,2019-07-13T14:10:35.000,19123989,theft/other,19123989-01,3E,2019-07-15T22:32:34.000Z,others,"38.944372263458654,-77.077704551584901",38.94436447
cluster 11,1001,violent,-77.08204516,,robbery,midnight,142375,2,3,2019,violent|robbery,,2D1,202,4,001001 2,precinct 31,392888,4540 - 4599 block of 42nd street nw,2019-07-19T22:36:05.000,19126849,robbery,19126849-01,3E,2019-07-20T4:56:32.000Z,others,"38.949251786553198,-77.082047468568234",38.94924399
cluster 11,1001,property,-77.0803032,2019-06-07T16:58:03.000,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-06-07T16:52:57.000,19099143,theft/other,19099143-01,3E,2019-06-07T23:27:17.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1001,property,-77.0809261,2019-08-10T08:10:53.000,theft f/auto,day,142370,2,3,2019,property|theft f/auto,,2D1,202,7,001001 2,precinct 31,392985,4100 - 4119 block of river road nw,2019-08-10T06:50:51.000,19140892,theft f/auto,19140892-01,3E,2019-08-10T14:06:40.000Z,others,"38.949207525196179,-77.080928410337563",38.94919973
cluster 11,1002,property,-77.07812989,2019-06-20T18:49:00.000,theft/other,evening,141918,2,3,2019,property|theft/other,,2D1,202,6,001002 3,precinct 30,393227,4300 - 4326 block of wisconsin avenue nw,2019-06-20T18:47:25.000,19107723,theft/other,19107723-01,3E,2019-06-21T2:25:42.000Z,others,"38.945137682935105,-77.078132199358564",38.94512989
cluster 11,1001,property,-77.0803032,2019-07-06T03:15:58.000,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-07-06T03:07:40.000,19119373,theft/other,19119373-01,3E,2019-07-08T21:15:05.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1001,property,-77.08438586,2019-08-23T10:30:06.000,theft f/auto,day,142269,2,3,2019,property|theft f/auto,,2D1,202,7,001001 2,precinct 31,392685,4300 - 4316 block of murdock mill road nw,2019-08-23T10:00:28.000,19149363,theft f/auto,19149363-01,3E,2019-08-23T16:18:52.000Z,others,"38.948295242395851,-77.084388177649004",38.94828745
cluster 11,1002,property,-77.07841884,2019-06-19T21:00:03.000,theft/other,day,141975,2,3,2019,property|theft/other,,2D1,202,6,001002 3,precinct 30,393202,4321 - 4335 block of wisconsin avenue nw,2019-06-19T18:45:00.000,19108105,theft/other,19108105-01,3E,2019-06-21T16:32:24.000Z,others,"38.945650961834779,-77.078421151470351",38.94564317
cluster 11,1001,violent,-77.08245222,2019-11-14T14:45:59.000,robbery,evening,142692,2,3,2019,violent|robbery,,2D1,202,4,001001 2,precinct 31,392853,4200 - 4299 block of davenport street nw,2019-11-14T14:40:25.000,19204000,robbery,19204000-01,3E,2019-11-14T22:04:42.000Z,gun,"38.95210712448494,-77.082454537170321",38.95209933
cluster 11,1100,property,-77.08103261,2020-03-31T16:00:20.000,theft f/auto,day,142632,2,3,2020,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,392976,4700 - 4799 block of wisconsin avenue nw,2020-03-31T12:00:07.000,20053469,theft f/auto,20053469-01,3E,2020-04-01T9:22:49.000,others,"38.9515598250292,-77.0810326067998",38.95155983
cluster 11,1100,property,-77.07875685,2020-05-03T20:20:20.000,theft/other,evening,142324,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393173,4500 - 4599 block of 40th street nw,2020-05-03T16:00:56.000,20067060,theft/other,20067060-01,3E,2020-05-03T21:01:48.000,others,"38.9487868308193,-77.078756845493",38.94878683
cluster 11,1100,property,-77.0803032,2020-06-01T00:01:54.000,burglary,day,142375,2,3,2020,property|burglary,,2D1,202,5,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-05-31T10:30:47.000,20080979,burglary,20080979-01,3E,2020-06-01T11:09:34.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1200,property,-77.07584963,2020-04-26T20:20:17.000,theft f/auto,evening,142311,2,3,2020,property|theft f/auto,,2D1,202,7,001200 2,precinct 33,393425,4500 - 4599 block of grant road nw,2020-04-26T18:00:09.000,20063973,theft f/auto,20063973-01,3E,2020-04-26T21:52:56.000,others,"38.9486716455774,-77.0758496290817",38.94867165
cluster 11,1001,property,-77.07994458,2020-06-01T07:13:38.000,burglary,day,142276,2,3,2020,property|burglary,,2D1,202,5,001001 2,precinct 31,393070,4500 - 4537 block of wisconsin avenue nw,2020-06-01T03:52:39.000,20080964,burglary,20080964-01,3E,2020-06-01T8:22:19.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1100,property,-77.0803032,2020-05-27T13:00:31.000,theft/other,day,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-05-27T12:45:16.000,20078806,theft/other,20078806-01,3E,2020-05-28T13:48:52.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1001,violent,-77.0803032,2020-10-31T12:08:55.000,assault w/dangerous weapon,day,142375,2,3,2020,violent|assault w/dangerous weapon,,2D1,202,3,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2020-10-31T10:40:05.000,20155758,assault w/dangerous weapon,20155758-01,3E,2020-10-31T12:08:49.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1001,property,-77.07994458,2020-11-04T17:01:00.000,theft f/auto,evening,142276,2,3,2020,property|theft f/auto,,2D1,202,7,001001 2,precinct 31,393070,4500 - 4537 block of wisconsin avenue nw,2020-11-04T16:00:56.000,20157981,theft f/auto,20157981-01,3E,2020-11-04T19:14:40.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1001,property,-77.07994458,2020-11-25T17:53:26.000,theft/other,evening,142276,2,3,2020,property|theft/other,,2D1,202,6,001001 2,precinct 31,393070,4500 - 4537 block of wisconsin avenue nw,2020-11-25T17:34:16.000,20168506,theft/other,20168506-01,3E,2020-11-25T20:16:05.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1200,property,-77.07770224,2020-02-06T03:12:32.000,burglary,day,141833,2,3,2020,property|burglary,,2D1,202,5,001200 4,precinct 33,393264,4227 - 4299 block of wisconsin avenue nw,2020-02-06T02:50:08.000,20022397,burglary,20022397-01,3E,2020-02-06T10:25:10.000,others,"38.944364469284,-77.0777022411357",38.94436447
cluster 11,1002,property,-77.07918896,,theft f/auto,evening,141699,2,3,2020,property|theft f/auto,,2D1,202,7,001002 3,precinct 30,393135,3920 - 4099 block of van ness street nw,2020-05-04T16:00:55.000,20071162,theft f/auto,20071162-01,3E,2020-05-12T21:17:38.000,others,"38.9431563609254,-77.079188962048",38.94315636
cluster 11,1100,property,-77.07875685,2020-01-27T21:00:16.000,theft/other,evening,142324,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393173,4500 - 4599 block of 40th street nw,2020-01-27T20:15:02.000,20016563,theft/other,20016563-01,3E,2020-01-27T22:35:09.000,others,"38.9487868308193,-77.078756845493",38.94878683
cluster 11,1002,property,-77.07876351,2020-08-30T21:40:01.000,burglary,midnight,141835,2,3,2020,property|burglary,,2D1,202,5,001002 3,precinct 30,393172,4200 - 4299 block of 40th street nw,2020-08-28T14:00:19.000,20124196,burglary,20124196-01,3E,2020-08-31T0:48:11.000,others,"38.9443817756091,-77.0787635144052",38.94438178
cluster 11,1001,property,-77.07994458,2020-11-08T15:30:51.000,theft/other,day,142276,2,3,2020,property|theft/other,,2D1,202,6,001001 2,precinct 31,393070,4500 - 4537 block of wisconsin avenue nw,2020-11-08T15:25:49.000,20160319,theft/other,20160319-01,3E,2020-11-09T10:29:18.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1100,property,-77.08080249,2020-09-08T15:50:22.000,theft f/auto,day,142692,2,3,2020,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,392996,4100 - 4199 block of davenport street nw,2020-09-08T14:50:12.000,20128887,theft f/auto,20128887-01,3E,2020-09-09T11:53:34.000,others,"38.9521004807835,-77.0808024889453",38.95210048
cluster 11,1200,property,-77.07583309,2020-08-08T10:15:17.000,theft/other,day,141789,2,3,2020,property|theft/other,,2D1,202,6,001200 4,precinct 33,393426,3800 - 3899 block of veazey street nw,2020-08-08T10:00:16.000,20113582,theft/other,20113582-01,3F,2020-08-09T9:05:13.000,others,"38.9439693321162,-77.0758330907096",38.94396933
cluster 11,1001,property,-77.08621815,2020-09-17T13:10:43.000,theft f/auto,evening,142091,2,3,2020,property|theft f/auto,,2D1,202,7,001001 4,precinct 30,392526,4400 - 4419 block of 44th street nw,2020-09-17T12:30:41.000,20133549,theft f/auto,20133549-01,3E,2020-09-18T18:20:28.000,others,"38.9466826363748,-77.086218148982",38.94668264
cluster 11,1002,property,-77.0793984,,theft f/auto,day,141879,2,3,2020,property|theft f/auto,,2D1,202,7,001002 3,precinct 30,393117,4000 - 4099 block of warren street nw,2020-09-15T07:44:04.000,20131884,theft f/auto,20131884-01,3E,2020-09-15T8:09:08.000,others,"38.9447777107472,-77.0793984009496",38.94477771
cluster 11,1001,property,-77.07994458,2020-06-18T16:49:28.000,theft/other,evening,142276,2,3,2020,property|theft/other,,2D1,202,6,001001 2,precinct 31,393070,4500 - 4537 block of wisconsin avenue nw,2020-06-18T16:30:54.000,20089889,theft/other,20089889-01,3E,2020-06-18T17:59:56.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1100,violent,-77.07674012,2020-02-28T14:15:56.000,robbery,evening,142539,2,3,2020,violent|robbery,,2D1,202,4,001100 4,precinct 32,393348,3814 - 3989 block of chesapeake street nw,2020-02-28T14:00:25.000,20036091,robbery,20036091-01,3E,2020-02-28T17:37:42.000,others,"38.9507249518236,-77.0767401167419",38.95072495
cluster 11,1100,property,-77.07994458,,motor vehicle theft,evening,142276,2,3,2020,property|motor vehicle theft,,2D1,202,8,001100 4,precinct 32,393070,4500 - 4537 block of wisconsin avenue nw,2020-01-13T20:28:15.000,20007861,motor vehicle theft,20007861-01,3E,2020-01-13T21:24:36.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1100,property,-77.0803032,2020-03-15T17:47:48.000,theft/other,evening,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-03-15T17:43:21.000,20046101,theft/other,20046101-01,3E,2020-03-15T19:11:26.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1100,property,-77.0803032,2020-01-27T17:25:18.000,theft/other,evening,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-01-27T17:20:55.000,20016452,theft/other,20016452-01,3E,2020-01-27T17:46:09.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1200,property,-77.07359929,2020-05-26T15:37:35.000,theft f/auto,day,142224,2,3,2020,property|theft f/auto,,2D1,202,7,001200 3,precinct 33,393620,3700 - 3799 block of albemarle street nw,2020-05-26T15:30:18.000,20081754,theft f/auto,20081754-01,3F,2020-06-02T12:39:36.000,others,"38.9478893635902,-77.0735992881858",38.94788936
cluster 11,1100,property,-77.07875685,2020-01-15T14:30:46.000,theft/other,evening,142324,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393173,4500 - 4599 block of 40th street nw,2020-01-15T13:00:11.000,20008917,theft/other,20008917-01,3E,2020-01-15T16:23:17.000,others,"38.9487868308193,-77.078756845493",38.94878683
cluster 11,1200,property,-77.07769197,2020-02-14T20:30:11.000,theft/other,midnight,141962,2,3,2020,property|theft/other,,2D1,202,6,001200 4,precinct 33,393265,3900 - 3999 block of windom place nw,2020-02-14T07:00:17.000,20027718,theft/other,20027718-01,3E,2020-02-14T23:19:04.000,others,"38.9455265450597,-77.0776919722028",38.94552655
cluster 11,1200,property,-77.07354246,2020-02-29T15:00:35.000,theft f/auto,evening,142316,2,3,2020,property|theft f/auto,,2D1,202,7,001200 2,precinct 33,393625,3700 - 3799 block of appleton street nw,2020-02-29T14:45:58.000,20036657,theft f/auto,20036657-01,3F,2020-02-29T21:56:59.000,others,"38.9487181611346,-77.0735424635112",38.94871816
cluster 11,1100,property,-77.0803032,2020-01-12T13:06:25.000,theft/other,day,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-01-12T13:00:06.000,20006994,theft/other,20006994-01,3E,2020-01-12T13:59:53.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1100,property,-77.0803032,2020-03-05T18:41:31.000,theft/other,evening,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-03-05T18:25:51.000,20039811,theft/other,20039811-01,3E,2020-03-05T22:00:06.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1100,property,-77.07875685,2020-02-16T13:53:35.000,theft f/auto,day,142324,2,3,2020,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393173,4500 - 4599 block of 40th street nw,2020-02-16T12:50:16.000,20028599,theft f/auto,20028599-01,3E,2020-02-16T14:37:26.000,others,"38.9487868308193,-77.078756845493",38.94878683
cluster 11,1100,property,-77.0803032,,theft/other,day,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-02-13T11:45:58.000,20026727,theft/other,20026727-01,3E,2020-02-13T12:08:17.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1001,violent,-77.07994458,2020-06-07T11:30:13.000,assault w/dangerous weapon,day,142276,2,3,2020,violent|assault w/dangerous weapon,,2D1,202,3,001001 2,precinct 31,393070,4500 - 4537 block of wisconsin avenue nw,2020-06-07T10:34:57.000,20084417,assault w/dangerous weapon,20084417-01,3E,2020-06-07T11:30:01.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1001,property,-77.08086696,2020-02-02T17:54:56.000,theft f/auto,evening,142227,2,3,2020,property|theft f/auto,,2D1,202,7,001001 4,precinct 30,392990,4100 - 4199 block of albemarle street nw,2020-02-02T17:13:43.000,20020122,theft f/auto,20020122-01,3E,2020-02-02T20:55:57.000,others,"38.9479115869935,-77.0808669565214",38.94791159
cluster 11,1001,property,-77.08233201,2020-02-10T13:37:11.000,theft f/auto,day,142226,2,3,2020,property|theft f/auto,,2D1,202,7,001001 2,precinct 31,392863,4200 - 4209 block of albemarle street nw,2020-02-10T13:00:57.000,20024890,theft f/auto,20024890-01,3E,2020-02-10T13:37:00.000,others,"38.9479015560932,-77.0823320100201",38.94790156
cluster 11,1200,property,-77.0785691,2020-02-12T16:30:21.000,theft/other,evening,142005,2,3,2020,property|theft/other,,2D1,202,6,001200 4,precinct 33,393189,4336 - 4347 block of wisconsin avenue nw,2020-02-10T18:00:51.000,20026259,theft/other,20026259-01,3E,2020-02-12T20:21:59.000,others,"38.9459133150869,-77.0785691009731",38.94591332
cluster 11,1001,property,-77.0809261,2020-02-20T19:18:48.000,theft f/auto,evening,142370,2,3,2020,property|theft f/auto,,2D1,202,7,001001 2,precinct 31,392985,4100 - 4119 block of river road nw,2020-02-20T18:00:06.000,20031218,theft f/auto,20031218-01,3E,2020-02-20T19:50:36.000,others,"38.9491997301685,-77.0809260985878",38.94919973
cluster 11,1100,property,-77.0795769,2020-01-05T14:00:18.000,theft/other,day,142423,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393102,4000 - 4099 block of brandywine street nw,2020-01-05T13:05:31.000,20002771,theft/other,20002771-01,3E,2020-01-05T14:50:53.000,others,"38.949678095118,-77.0795769025976",38.9496781
cluster 11,1100,property,-77.0803032,2020-01-05T13:44:06.000,theft/other,evening,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-01-05T13:41:43.000,20002798,theft/other,20002798-01,3E,2020-01-05T16:03:59.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1200,property,-77.07704474,2020-02-06T17:20:48.000,theft f/auto,evening,141834,2,3,2020,property|theft f/auto,,2D1,202,7,001200 4,precinct 33,393321,4210 - 4299 block of 39th street nw,2020-02-06T09:30:30.000,20022657,theft f/auto,20022657-01,3F,2020-02-06T17:52:16.000,others,"38.944373912769,-77.0770447351894",38.94437391
cluster 11,1100,property,-77.0803032,,theft/other,evening,142375,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393039,4530 - 4599 block of wisconsin avenue nw,2020-02-03T17:15:24.000,20020689,theft/other,20020689-01,3E,2020-02-03T18:10:54.000,others,"38.9492452010988,-77.0803031975013",38.9492452
cluster 11,1001,property,-77.08499712,2020-09-09T13:30:04.000,theft f/auto,evening,142255,2,3,2020,property|theft f/auto,,2D1,202,7,001001 2,precinct 31,392632,4500 - 4509 block of 43rd place nw,2020-09-09T09:00:00.000,20130575,theft f/auto,20130575-01,3E,2020-09-12T18:06:55.000,others,"38.9481608889147,-77.0849971223325",38.94816089
cluster 11,1100,property,-77.07875685,2020-12-19T13:00:35.000,theft f/auto,day,142324,2,3,2020,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393173,4500 - 4599 block of 40th street nw,2020-12-19T12:15:25.000,20180420,theft f/auto,20180420-01,3E,2020-12-21T10:14:20.000,others,"38.9487868308193,-77.078756845493",38.94878683
cluster 11,1001,property,-77.08560822,2020-09-02T16:30:10.000,theft/other,day,142226,2,3,2020,property|theft/other,,2D1,202,6,001001 4,precinct 30,392579,4319 - 4399 block of albemarle street nw,2020-09-02T16:26:08.000,20127321,theft/other,20127321-01,3E,2020-09-06T8:13:03.000,others,"38.9478992028397,-77.0856082153444",38.9478992
cluster 11,1001,property,-77.08238483,2020-12-20T12:00:28.000,theft/other,day,141759,2,3,2020,property|theft/other,,2D1,202,6,001001 4,precinct 30,392858,4200 - 4298 block of 42nd street nw,2020-12-20T10:00:26.000,20180070,theft/other,20180070-01,3E,2020-12-20T13:36:04.000,others,"38.9436946496203,-77.08238482785",38.94369465
cluster 11,1001,property,-77.07994458,2020-07-24T00:34:58.000,burglary,midnight,142276,2,3,2020,property|burglary,,2D1,202,5,001001 2,precinct 31,393070,4500 - 4537 block of wisconsin avenue nw,2020-07-24T00:31:08.000,20105715,burglary,20105715-01,3E,2020-07-24T3:34:18.000,others,"38.9483536271761,-77.0799445766197",38.94835363
cluster 11,1100,property,-77.07875685,2020-12-29T15:16:17.000,theft/other,evening,142324,2,3,2020,property|theft/other,,2D1,202,6,001100 4,precinct 32,393173,4500 - 4599 block of 40th street nw,2020-12-29T15:11:01.000,20183985,theft/other,20183985-01,3E,2020-12-29T15:50:52.000,others,"38.9487868308193,-77.078756845493",38.94878683
cluster 11,1001,violent,-77.08320874,2021-01-09T18:02:28.000,robbery,evening,142226,2,3,2021,violent|robbery,,2D1,202,4,001001 4,precinct 30,392787,4210 - 4299 block of albemarle street nw,2021-01-09T18:00:03.000,21004181,robbery,21004181-01,3E,2021-01-09T20:06:46.000,gun,"38.9479009353469,-77.0832087410435",38.94790094
cluster 11,1100,property,-77.0795769,2019-02-07T16:40:22.000,theft f/auto,evening,142423,2,3,2019,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393102,4000 - 4099 block of brandywine street nw,2019-02-07T14:51:21.000,19022265,theft f/auto,19022265-01,3E,2019-02-07T21:53:08.000Z,others,"38.949685890292486,-77.07957921395662",38.9496781
cluster 11,1100,property,-77.07875685,,theft f/auto,evening,142324,2,3,2019,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393173,4500 - 4599 block of 40th street nw,2019-12-20T19:01:16.000,19226551,theft f/auto,19226551-01,3E,2019-12-21T0:48:27.000Z,others,"38.948794625845061,-77.078759156541949",38.94878683
cluster 11,1001,property,-77.0803032,2019-12-08T14:25:41.000,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-12-08T14:17:21.000,19218850,theft/other,19218850-01,3E,2019-12-08T20:17:36.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1001,property,-77.0803032,2019-09-13T08:55:18.000,theft/other,day,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-09-13T08:52:33.000,19162994,theft/other,19162994-01,3E,2019-09-13T18:32:12.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1002,violent,-77.07770224,2019-09-09T08:09:49.000,assault w/dangerous weapon,day,141833,2,3,2019,violent|assault w/dangerous weapon,,2D1,202,3,001002 3,precinct 30,393264,4227 - 4299 block of wisconsin avenue nw,2019-09-09T08:08:40.000,19160258,assault w/dangerous weapon,19160258-01,3E,2019-09-09T14:15:36.000Z,others,"38.944372263458654,-77.077704551584901",38.94436447
cluster 11,1001,property,-77.0803032,2019-09-16T16:00:57.000,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-09-16T15:52:52.000,19165236,theft/other,19165236-01,3E,2019-09-16T20:25:40.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1001,property,-77.0803032,2019-08-31T22:39:30.000,theft/other,midnight,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-08-31T22:27:15.000,19154827,theft/other,19154827-01,3E,2019-09-01T3:05:07.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1001,property,-77.0803032,2019-07-15T19:53:56.000,theft/other,evening,142375,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,393039,4530 - 4599 block of wisconsin avenue nw,2019-07-15T19:50:12.000,19124103,theft/other,19124103-01,3E,2019-07-16T0:25:43.000Z,others,"38.949252996159018,-77.080305509059869",38.9492452
cluster 11,1001,property,-77.08057672,2019-08-16T18:15:24.000,theft f/auto,evening,142046,2,3,2019,property|theft f/auto,,2D1,202,7,001001 4,precinct 30,393015,4000 - 4199 block of yuma street nw,2019-08-16T17:45:23.000,19145086,theft f/auto,19145086-01,3E,2019-08-16T23:31:51.000Z,others,"38.94628908264604,-77.080579026573687",38.94628129
cluster 11,1100,property,-77.07875685,2019-07-22T09:25:04.000,theft f/auto,day,142324,2,3,2019,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393173,4500 - 4599 block of 40th street nw,2019-07-22T08:22:32.000,19128127,theft f/auto,19128127-01,3E,2019-07-22T13:24:51.000Z,others,"38.948794625845061,-77.078759156541949",38.94878683
cluster 11,1001,property,-77.08245222,2019-07-10T15:20:00.000,theft/other,evening,142692,2,3,2019,property|theft/other,,2D1,202,6,001001 2,precinct 31,392853,4200 - 4299 block of davenport street nw,2019-07-10T08:00:00.000,19400985,theft/other,19400985-01,3E,2019-07-12T20:34:23.000Z,others,"38.95210712448494,-77.082454537170321",38.95209933
cluster 11,1100,property,-77.07875685,2019-11-27T08:40:39.000,theft f/auto,day,142324,2,3,2019,property|theft f/auto,,2D1,202,7,001100 4,precinct 32,393173,4500 - 4599 block of 40th street nw,2019-11-27T08:30:57.000,19212156,theft f/auto,19212156-01,3E,2019-11-27T16:22:24.000Z,others,"38.948794625845061,-77.078759156541949",38.94878683
